,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,tags,counts_rv_eng,all_time_peak,24h_peak
0,340,Half-Life 2: Lost Coast,Valve,Valve,,9464,1270,0,"20,000,000 .. 50,000,000",102,0,25,0,0,0,0,23,"['FPS', 'Action', 'Singleplayer', 'First-Person', 'Sci-fi', 'Shooter', 'Short', 'Aliens', 'Dystopian', 'Classic', 'Adventure', 'Atmospheric', 'Benchmark', 'Futuristic', 'Silent Protagonist', 'Free to Play', 'Multiplayer', 'Post-apocalyptic', 'Story Rich', 'Great Soundtrack']",5520,153,18
1,272060,Serena,Senscape,Senscape,,4872,1433,0,"10,000,000 .. 20,000,000",792,0,30,0,0,0,0,2,"['Horror', 'Free to Play', 'Indie', 'Point & Click', 'Psychological Horror', 'Adventure', 'Story Rich', 'Dark', 'Short', 'First-Person', 'Mystery', 'Atmospheric', 'Multiplayer', 'Singleplayer', 'Puzzle', 'Walking Simulator', 'Co-op', 'Hidden Object', 'Romance', 'Nudity']",4285,869,2
2,301520,Robocraft,Freejam,Freejam,,86121,32453,0,"10,000,000 .. 20,000,000",1381,7012,157,7012,0,0,0,321,"['Free to Play', 'Robots', 'Building', 'Multiplayer', 'Action', 'Shooter', 'PvP', 'Massively Multiplayer', 'Sandbox', 'Crafting', 'Third-Person Shooter', 'Sci-fi', 'Strategy', 'Simulation', 'Early Access', 'Indie', 'Open World', 'Funny', 'Adventure', 'RPG']",57581,26598,257
3,433850,Z1 Battle Royale,Daybreak Game Company,Daybreak Game Company,,115337,92630,0,"10,000,000 .. 20,000,000",2691,23,156,23,0,0,0,127,"['Survival', 'Massively Multiplayer', 'Multiplayer', 'Open World', 'Battle Royale', 'PvP', 'FPS', 'Action', 'Shooter', 'Free to Play', 'Third-Person Shooter', 'Zombies', 'Co-op', 'Early Access', 'Online Co-Op', 'Adventure', 'First-Person', 'Violent', 'Gore', 'Walking Simulator']",58591,150179,117
4,275390,Guacamelee! Super Turbo Championship Edition,DrinkBox Studios,DrinkBox Studios,,5548,451,0,"5,000,000 .. 10,000,000",414,130,90,130,1499,1499,0,33,"['Metroidvania', '2D', 'Platformer', 'Action', 'Colorful', 'Indie', 'Local Co-Op', 'Adventure', 'Funny', ""Beat 'em up"", 'Co-op', 'Comedy', 'Great Soundtrack', 'Singleplayer', '4 Player Local', 'Wrestling', 'Local Multiplayer', 'Side Scroller', 'Action-Adventure', 'Memes']",2499,2687,31
5,96000,The Tiny Bang Story,Colibri Games,Colibri Games,,5230,741,0,"5,000,000 .. 10,000,000",295,0,303,0,499,499,0,14,"['Point & Click', 'Puzzle', 'Hand-drawn', 'Steampunk', 'Retro', 'Atmospheric', '2D', 'Story Rich', 'Casual', 'Family Friendly', 'Cute', 'Stylized', 'Surreal', 'Adventure', 'Singleplayer', 'Hidden Object', 'Indie', 'Minigames', 'Logic', 'Relaxing']",2323,163735,64
6,370910,Kathy Rain,Clifftop Games,Raw Fury,,3237,261,0,"5,000,000 .. 10,000,000",1023,0,268,0,1499,1499,0,7,"['Point & Click', 'Adventure', 'Pixel Graphics', 'Female Protagonist', 'Mystery', 'Indie', 'Detective', 'Singleplayer', 'Story Rich', 'Psychological Horror', 'Noir', 'Puzzle', 'Retro', 'RPG', 'Hand-drawn', 'Third Person', 'Atmospheric', 'Supernatural', 'Choices Matter', 'Exploration']",2080,336132,28
7,360,Half-Life Deathmatch: Source,Valve,Valve,,2464,842,0,"5,000,000 .. 10,000,000",574,0,9,0,999,999,0,15,"['Action', 'FPS', 'Multiplayer', 'Shooter', 'Sci-fi', 'First-Person', 'Classic', 'Remake', 'Adventure', 'Fast-Paced', 'Competitive', 'Horror', 'Atmospheric', 'Singleplayer']",1557,71,10
8,333930,Dirty Bomb,Splash Damage,Warchest Ltd.,,47139,10885,0,"5,000,000 .. 10,000,000",536,22,69,22,0,0,0,162,"['Hero Shooter', 'Free to Play', 'FPS', 'Multiplayer', 'Shooter', 'Action', 'Team-Based', 'First-Person', 'Fast-Paced', 'Co-op', 'PvP', 'Class-Based', 'Competitive', 'Massively Multiplayer', 'Parkour', 'Post-apocalyptic', 'Controller', 'Singleplayer', 'Open World', 'Gore']",34913,12963,149
9,40,Deathmatch Classic,Valve,Valve,,1950,433,0,"5,000,000 .. 10,000,000",244,0,7,0,499,499,0,5,"['Action', 'FPS', 'Classic', 'Multiplayer', 'Shooter', 'First-Person', 'Arena Shooter', 'Old School', 'Sci-fi', 'Competitive', 'Fast-Paced', 'Retro', 'Gore', 'Co-op', 'Difficult', ""1990's""]",1310,627,6
10,439700,Z1 Battle Royale: Test Server,Daybreak Game Company,Daybreak Game Company,,1313,1187,0,"5,000,000 .. 10,000,000",128,0,12,0,0,0,0,0,"['Massively Multiplayer', 'Survival', 'Free to Play', 'Multiplayer', 'Shooter', 'Zombies', 'Open World', 'Action', 'FPS', 'Adventure', 'Battle Royale', 'Co-op', 'PvP', ""Beat 'em up"", 'Third-Person Shooter', 'Gaming', 'Gore', 'Atmospheric', 'Singleplayer', '3D Vision']",424,7343,2
11,844870,KurtzPel,KOG,KOG,,21559,13011,0,"5,000,000 .. 10,000,000",5868,110,136,110,0,0,0,203,"['Anime', 'Free to Play', 'Character Customization', 'Multiplayer', 'Action', 'PvP', 'Fantasy', 'Fighting', 'Third Person', 'Co-op', 'Massively Multiplayer', 'Sexual Content', 'Early Access', 'PvE', 'Online Co-Op', 'Character Action Game', 'Hack and Slash', 'Competitive', 'Controller', ""Beat 'em up""]",12278,11878,176
12,285800,Braveland,Tortuga Team,Tortuga Team,,2362,509,0,"5,000,000 .. 10,000,000",815,0,256,0,999,999,0,3,"['Strategy', 'RPG', 'Turn-Based Strategy', 'Indie', 'Turn-Based', 'Casual', 'Fantasy', 'Adventure', 'Hex Grid', 'Singleplayer', 'Hand-drawn', 'Tactical RPG', 'Atmospheric', 'Touch-Friendly', 'Story Rich', '2D', 'Classic', 'Turn-Based Combat', 'Tactical', 'Great Soundtrack']",1030,216331,9
13,232770,POSTAL,Running With Scissors,Running With Scissors,,5036,736,0,"5,000,000 .. 10,000,000",446,0,235,0,2796,2796,0,24,"['Horror', 'Twin Stick Shooter', 'Top-Down Shooter', 'Villain Protagonist', 'Difficult', 'Shooter', 'Isometric', 'Psychological Horror', 'Top-Down', 'Dark Humor', 'Dark Comedy', 'Surreal', 'Action', 'Linear', 'Hand-drawn', 'Psychological', 'Level Editor', 'Atmospheric', 'Comedy', ""1990's""]",2944,408008,21
14,208090,Loadout,Edge of Reality,Edge of Reality,,34593,5253,0,"5,000,000 .. 10,000,000",349,0,120,0,0,0,0,2,"['Free to Play', 'Third-Person Shooter', 'Action', 'Gore', 'Multiplayer', 'Gun Customization', 'Shooter', 'Funny', 'Fast-Paced', 'Indie', 'Comedy', 'Mature', 'Character Customization', 'Third Person', 'Blood', 'Cartoony', 'Massively Multiplayer', 'Co-op', 'Crafting', 'Arena Shooter']",19399,29424,2
15,15700,Oddworld: Abe's Oddysee,Oddworld Inhabitants,Oddworld Inhabitants,,3424,581,0,"5,000,000 .. 10,000,000",258,0,214,0,149,299,50,29,"['Adventure', 'Platformer', 'Classic', 'Puzzle', '2D', 'Singleplayer', 'Cult Classic', 'Retro', 'Dark', 'Funny', 'Atmospheric', 'Difficult', 'Comedy', ""1990's"", 'Cinematic', 'Puzzle Platformer', 'Action', 'Fantasy', 'Indie', 'Old School']",1984,45049,49
16,113400,APB Reloaded,Reloaded Productions,Little Orbit,,22816,13076,0,"5,000,000 .. 10,000,000",2475,0,158,0,0,0,0,283,"['Free to Play', 'Open World', 'Action', 'Multiplayer', 'Character Customization', 'Massively Multiplayer', 'Shooter', 'Third-Person Shooter', 'PvP', 'Crime', 'Third Person', 'Co-op', 'Racing', 'Sandbox', 'FPS', 'Adventure', 'Singleplayer', 'Nudity', 'Hacking', 'Anime']",19067,5592,232
17,407530,ARK: Survival Of The Fittest,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC",Studio Wildcard,,6162,3567,0,"5,000,000 .. 10,000,000",314,219,12,220,659,1999,67,44,"['Free to Play', 'Survival', 'Dinosaurs', 'Multiplayer', 'Open World', 'Action', 'Adventure', 'Massively Multiplayer', 'PvP', 'Early Access', 'Dragons', 'Crafting', 'RPG', 'First-Person', 'Singleplayer', 'Strategy', 'Exploration', 'FPS', 'Sandbox', 'Indie']",4708,3929,41
18,252130,Divide By Sheep,"Victor Solodilov, Denis Novikov",tinyBuild,,2260,225,0,"2,000,000 .. 5,000,000",292,0,79,0,124,499,75,6,"['Puzzle', 'Casual', 'Indie', 'Cute', 'Adventure', 'Dark Humor', 'Shooter', 'Funny', 'Relaxing', 'Singleplayer', 'Gore', 'Strategy', 'Difficult', '2D', 'Touch-Friendly', 'Isometric', 'Great Soundtrack']",1182,2366,7
19,265630,Fistful of Frags,Fistful of Frags Team,Fistful of Frags Team,,30885,2929,0,"2,000,000 .. 5,000,000",366,297,78,537,0,0,0,133,"['Free to Play', 'FPS', 'Multiplayer', 'Western', 'Shooter', 'Action', 'First-Person', 'Funny', 'Indie', 'Mod', 'Online Co-Op', 'Co-op', 'Comedy', 'Survival', 'Massively Multiplayer', 'Classic', 'Historical', 'Simulation', 'Adventure', 'RPG']",19400,3498,116
20,280790,Creativerse,Playful Corp.,Playful Corp.,,23960,5717,0,"2,000,000 .. 5,000,000",685,5,105,5,0,0,0,201,"['Free to Play', 'Open World Survival Craft', 'Multiplayer', 'Survival', 'Open World', 'Building', 'Sandbox', 'Crafting', 'Adventure', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Action', 'Singleplayer', 'RPG', 'Indie', 'Casual', 'Simulation', 'Early Access', 'Voxel']",13810,10880,181
21,223710,Cry of Fear,Team Psykskallar,Team Psykskallar,,36106,5785,0,"2,000,000 .. 5,000,000",346,46,63,46,0,0,0,257,"['Horror', 'Free to Play', 'Multiplayer', 'Co-op', 'Survival Horror', 'Psychological Horror', 'Action', 'Atmospheric', 'Online Co-Op', 'First-Person', 'Indie', 'Zombies', 'Adventure', 'Psychological', 'Singleplayer', 'FPS', 'Survival', 'Shooter', 'Mod', 'Massively Multiplayer']",20893,3052,189
22,630,Alien Swarm,Valve,Valve,,19275,1050,0,"2,000,000 .. 5,000,000",778,14019,110,14019,0,0,0,136,"['Free to Play', 'Co-op', 'Action', 'Multiplayer', 'Aliens', 'Online Co-Op', 'Shooter', 'Sci-fi', 'Top-Down', 'Top-Down Shooter', 'Survival', 'Third Person', 'PvE', 'Class-Based', 'Team-Based', 'Third-Person Shooter', 'Moddable', 'Singleplayer', 'Strategy', 'Adventure']",9578,7857,116
23,504370,Battlerite,Stunlock Studios,Stunlock Studios,,49277,9113,0,"2,000,000 .. 5,000,000",1080,90,139,91,0,0,0,201,"['PvP', 'Multiplayer', 'MOBA', 'Competitive', 'Action', 'Free to Play', 'Arena Shooter', 'Fast-Paced', 'Team-Based', 'Fighting', 'Top-Down', 'Early Access', 'Strategy', 'eSports', 'Difficult', 'Great Soundtrack', 'RPG', 'Top-Down Shooter', 'Hack and Slash', 'Atmospheric']",23308,44850,203
24,302830,BLOCKADE 3D,Novalink,Novalink,,15492,11141,0,"2,000,000 .. 5,000,000",434,0,65,0,0,0,0,4,"['Free to Play', 'Shooter', 'Multiplayer', 'FPS', 'Action', 'Building', 'Zombies', 'Early Access', 'Pixel Graphics', 'Online Co-Op', 'Survival', 'Sandbox', 'Co-op', '3D Vision', 'Massively Multiplayer', 'Funny', 'Adventure', 'Open World', 'Casual', 'Controller']",7124,6840,6
25,395170,DISTRAINT: Deluxe Edition,Jesse Makkonen,Jesse Makkonen,,9997,715,0,"2,000,000 .. 5,000,000",265,0,255,0,499,499,0,8,"['Indie', 'Psychological Horror', 'Horror', 'Pixel Graphics', '2D', 'Adventure', 'Story Rich', 'Atmospheric', 'Singleplayer', 'Dark', 'Puzzle', 'Psychological', 'Short', 'Side Scroller', 'Mystery', 'Emotional', 'Dark Humor', 'Point & Click', 'Narration', 'Gore']",2352,162795,38
26,506540,Last Man Standing,"Free Reign Entertainment, Free Reign Entertainment",Free Reign Entertainment,,11146,7114,0,"2,000,000 .. 5,000,000",306,0,51,0,0,0,0,1,"['Free to Play', 'Survival', 'Multiplayer', 'Open World', 'Shooter', 'Action', 'Massively Multiplayer', 'Battle Royale', 'PvP', 'FPS', 'Third-Person Shooter', 'First-Person', 'Adventure', 'Co-op', 'Strategy', 'Violent', 'Third Person', 'Singleplayer', 'Indie', 'Zombies']",6754,11776,1
27,201270,Total War: SHOGUN 2,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",,48143,4266,0,"2,000,000 .. 5,000,000",0,0,0,0,2999,2999,0,1,"['Strategy', 'Historical', 'Turn-Based Strategy', 'RTS', 'Grand Strategy', 'Tactical', 'Singleplayer', 'Multiplayer', 'Real Time Tactics', 'Military', 'Diplomacy', 'Ninja', 'Co-op', 'Turn-Based', 'Medieval', 'Great Soundtrack', 'Moddable', 'Turn-Based Tactics', 'Action', 'Stylized']",26515,117,1
28,312990,The Expendabros,Free Lives,Devolver Digital,,17121,490,0,"2,000,000 .. 5,000,000",145,1,54,1,0,0,0,50,"['Free to Play', 'Action', 'Pixel Graphics', '2D', 'Multiplayer', 'Local Co-Op', 'Shooter', 'Co-op', 'Local Multiplayer', 'Platformer', 'Indie', 'Adventure', 'Singleplayer', 'Funny', 'America', 'Controller', 'Side Scroller', 'Comedy', 'Classic', 'Open World']",6872,2927,36
29,262410,World of Guns: Gun Disassembly,Noble Empire Corp.,Noble Empire Corp.,,14544,2843,0,"2,000,000 .. 5,000,000",322,250,43,250,0,0,0,137,"['Free to Play', 'Simulation', 'Gun Customization', 'Shooter', 'Education', 'Singleplayer', 'Puzzle', 'FPS', 'Realistic', 'Military', 'Action', 'Indie', 'Multiplayer', 'Historical', 'First-Person', 'Sandbox', 'Casual', 'America', 'Funny', 'Strategy']",6695,1597,134
30,99900,Spiral Knights,Grey Havens,Grey Havens,,18966,3634,0,"2,000,000 .. 5,000,000",1402,0,94,0,0,0,0,167,"['Free to Play', 'Massively Multiplayer', 'RPG', 'Adventure', 'Action', 'Multiplayer', 'Online Co-Op', 'Dungeon Crawler', 'Hack and Slash', 'Co-op', 'MMORPG', 'Cute', 'Great Soundtrack', 'Action RPG', 'Sci-fi', 'Open World', 'Casual', 'Singleplayer', 'Indie', 'Anime']",13800,4057,139
31,299360,Block N Load,"Toadman Interactive, Artplant",Toadman Interactive,,12070,3333,0,"2,000,000 .. 5,000,000",877,0,79,0,0,0,0,8,"['Free to Play', 'Action', 'Multiplayer', 'FPS', 'Shooter', 'Building', 'First-Person', 'Strategy', 'Team-Based', 'Base Building', 'Class-Based', 'PvP', 'Destruction', 'Sandbox', 'Massively Multiplayer', 'Funny', 'MOBA', 'Voxel', 'Comedy', 'Gore']",7148,8594,11
32,355180,Codename CURE,Hoobalugalar_X,Hoobalugalar_X,,13524,2493,0,"2,000,000 .. 5,000,000",112,135,43,135,0,0,0,36,"['Free to Play', 'Zombies', 'Multiplayer', 'Shooter', 'Survival', 'FPS', 'Co-op', 'Online Co-Op', 'Action', 'First-Person', 'Open World', 'Horror', 'Singleplayer', 'Gore', 'Early Access', 'Adventure', 'Mod', 'Massively Multiplayer', 'Funny', 'Third Person']",7406,1280,27
33,209870,Blacklight: Retribution,"Hardsuit Labs, Inc.","Hardsuit Labs, Inc.",,12447,4000,0,"2,000,000 .. 5,000,000",492,0,88,0,0,0,0,0,"['Free to Play', 'FPS', 'Multiplayer', 'Action', 'Shooter', 'Gun Customization', 'First-Person', 'Futuristic', 'Mechs', 'Co-op', 'Sci-fi', 'Military', 'Cyberpunk', 'Zombies', 'Singleplayer', 'Massively Multiplayer', 'Tactical', 'Fast-Paced', 'Competitive', 'RPG']",11062,5461,0
34,242720,GunZ 2: The Second Duel,"Masangsoft, Inc.","Masangsoft, Inc.",,7014,3571,0,"2,000,000 .. 5,000,000",1188,0,128,0,0,0,0,6,"['Free to Play', 'Action', 'Multiplayer', 'Third-Person Shooter', 'Hack and Slash', 'Shooter', 'Fast-Paced', 'Co-op', 'PvP', 'Parkour', 'Third Person', 'Fighting', 'FPS', 'Massively Multiplayer', 'RPG', 'Indie', 'Adventure', 'Singleplayer', 'Strategy', 'First-Person']",5311,10315,6
35,279720,The I of the Dragon,Primal,TopWare Interactive,,579,286,0,"2,000,000 .. 5,000,000",345,0,259,0,699,699,0,5,"['RPG', 'Dragons', 'Singleplayer', 'Simulation', 'Open World']",290,11552,4
36,286940,S.K.I.L.L. - Special Force 2 (Shooter),"Dragonfly GF Co., LTD",Gameforge 4D GmbH,,8109,3399,0,"2,000,000 .. 5,000,000",625,0,109,0,0,0,0,1,"['Free to Play', 'Shooter', 'Action', 'Multiplayer', 'FPS', 'First-Person', 'War', 'Co-op', 'Zombies', 'Singleplayer', 'Military', 'Massively Multiplayer', 'Survival', 'Open World', 'Tactical', 'Online Co-Op', 'Realistic', 'Adventure', 'Great Soundtrack', 'Sports']",2988,3850,2
37,439190,Stories: The Path of Destinies,Spearhead Games,Spearhead Games,,5485,731,0,"2,000,000 .. 5,000,000",451,0,303,0,1499,1499,0,10,"['Adventure', 'RPG', 'Action', 'Indie', 'Choices Matter', 'Fantasy', 'Dynamic Narration', 'Hack and Slash', 'Action RPG', 'Singleplayer', 'Colorful', 'Multiple Endings', 'Swordplay', 'Great Soundtrack', 'Story Rich', 'Isometric', 'Funny', 'Narration', 'Comedy', 'Action-Adventure']",2953,78966,7
38,391460,WARMODE,Novalink,Novalink,,10448,6473,0,"2,000,000 .. 5,000,000",128,40,31,40,0,0,0,24,"['Free to Play', 'FPS', 'Multiplayer', 'Shooter', 'Action', 'First-Person', 'Early Access', 'War', 'Co-op', 'Massively Multiplayer', 'Zombies', 'Singleplayer', 'Survival', 'Online Co-Op', 'Controller', 'Gore', 'Open World', 'Atmospheric', 'Adventure', 'RPG']",6656,3047,24
39,316010,Magic Duels,Stainless Games Ltd.,Wizards of the Coast LLC,,16984,7011,0,"2,000,000 .. 5,000,000",770,0,146,0,0,0,0,80,"['Free to Play', 'Card Game', 'Trading Card Game', 'Magic', 'Strategy', 'Multiplayer', 'Fantasy', 'Singleplayer', 'Co-op', 'Turn-Based', 'Online Co-Op', 'Great Soundtrack', 'Board Game', 'Action', 'Casual', 'Funny', 'RPG', 'Story Rich']",13312,14544,83
40,39120,RIFT,gamigo US Inc.,gamigo US Inc.,,7928,2680,0,"2,000,000 .. 5,000,000",2216,0,330,0,0,0,0,223,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Fantasy', 'Multiplayer', 'Open World', 'Adventure', 'Action', 'Co-op', 'Character Customization', 'PvP', 'Online Co-Op', 'Magic', 'Crafting', 'Survival', 'Singleplayer', 'Strategy', 'First-Person', 'FPS']",6752,11647,198
41,253980,Enclave,Starbreeze,Topware Interactive,,4806,1262,0,"2,000,000 .. 5,000,000",241,0,254,0,499,499,0,10,"['RPG', 'Action', 'Fantasy', 'Third Person', 'Hack and Slash', 'Adventure', 'Singleplayer', 'Classic', 'Action RPG', 'Magic', 'Female Protagonist', 'Atmospheric', 'Multiplayer', 'First-Person', 'Great Soundtrack', 'Nudity', 'Open World', 'Action-Adventure', 'Dark Fantasy', 'Medieval']",1968,14686,10
42,550900,Metin2,WEBZEN Inc.,Gameforge 4D GmbH,,10248,4415,0,"2,000,000 .. 5,000,000",995,0,82,0,0,0,0,8,"['Free to Play', 'MMORPG', 'PvP', 'Action RPG', 'PvE', 'Massively Multiplayer', 'Hack and Slash', 'Adventure', 'RPG', 'Multiplayer', 'Action', 'Fantasy', 'Strategy', 'Action-Adventure', 'Casual', 'Fighting', 'Trading', 'Third Person', 'Spectacle fighter', 'Class-Based']",2576,8253,7
43,203290,America's Army: Proving Grounds,U.S. Army,U.S. Army,,8264,2222,0,"2,000,000 .. 5,000,000",1613,176,55,176,0,0,0,281,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Military', 'Shooter', 'Tactical', 'First-Person', 'Singleplayer', 'America', 'War', 'Open World', 'Realistic', 'Co-op', 'Simulation', 'Strategy', 'Massively Multiplayer', 'Survival', 'Adventure', 'Atmospheric']",6209,3040,263
44,55100,Homefront,"Kaos Studios, Digital Extremes",Deep Silver,,6953,4632,0,"2,000,000 .. 5,000,000",409,0,132,0,1999,1999,0,20,"['Action', 'FPS', 'Shooter', 'Multiplayer', 'Singleplayer', 'First-Person', 'Military', 'War', 'Atmospheric', 'Short', 'Open World', 'Co-op', 'Story Rich', 'Adventure', 'Alternate History', 'Survival', 'Linear']",5101,6912,21
45,248570,Toribash,Nabi Studios,"Nicalis, Inc.",,13749,1746,0,"2,000,000 .. 5,000,000",599,0,49,0,0,0,0,117,"['Free to Play', '3D Fighter', 'Fighting', 'Multiplayer', 'Physics', 'Gore', 'Action', 'Strategy', 'Turn-Based', 'Martial Arts', 'Funny', 'Indie', 'Blood', 'Simulation', 'Moddable', 'Difficult', 'Sandbox', 'Parkour', 'Singleplayer', 'Turn-Based Strategy']",9640,2648,99
46,918570,Century: Age of Ashes,Playwing LTD,Playwing LTD,,9776,3594,0,"2,000,000 .. 5,000,000",104,139,61,195,0,0,0,332,"['Free to Play', 'Dragons', 'Multiplayer', 'Action', 'Team-Based', 'Flight', 'Indie', 'PvP', 'Hero Shooter', 'Third Person', 'Arena Shooter', 'Shooter', 'Online Co-Op', 'Dark Fantasy', 'Fantasy', 'Third-Person Shooter', 'Character Customization', 'Mythology', 'Early Access', 'Spectacle fighter']",6167,12222,259
47,295110,Just Survive,Daybreak Game Company,Daybreak Game Company,,46655,32383,0,"2,000,000 .. 5,000,000",4665,0,928,0,0,0,0,3,"['Zombies', 'Survival', 'Open World', 'Multiplayer', 'Massively Multiplayer', 'Crafting', 'Post-apocalyptic', 'Action', 'Survival Horror', 'Co-op', 'Shooter', 'Adventure', 'Sandbox', 'Exploration', 'FPS', 'Walking Simulator', 'Horror', 'Early Access', 'Simulation', 'RPG']",38814,40254,4
48,838350,太吾绘卷 The Scroll Of Taiwu,ConchShip Games,ConchShip Games,,31586,9129,0,"2,000,000 .. 5,000,000",3656,456,1304,683,1999,1999,0,2668,"['RPG', 'Martial Arts', 'Sandbox', 'Open World', 'Strategy', 'Early Access', 'Indie', 'Singleplayer', 'Adventure', 'Casual', 'Simulation', 'Roguelite', 'Dating Sim', 'Mythology', 'Building', 'Roguelike', '2D', 'Strategy RPG', 'Anime', 'Foreign']",521,72196,2515
49,12220,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,Rockstar Games,,7684,2728,0,"2,000,000 .. 5,000,000",0,0,0,0,0,0,0,0,"['Open World', 'Action', 'Automobile Sim', 'Third Person', 'Multiplayer', 'Crime', 'Adventure', 'Shooter', 'Sandbox', 'Singleplayer', 'Driving', 'Third-Person Shooter', 'Mature', 'Great Soundtrack', 'Nudity', 'Story Rich', 'Racing', 'Moddable', 'Comedy', 'Atmospheric']",4178,2953,0
50,206210,Gotham City Impostors Free to Play,"Monolith Productions, Inc.",Warner Bros. Interactive Entertainment,,10028,1789,0,"2,000,000 .. 5,000,000",330,0,51,0,0,0,0,2,"['Free to Play', 'Action', 'Multiplayer', 'FPS', 'Shooter', 'Superhero', 'Funny', 'First-Person', 'Character Customization', 'Comic Book', 'Comedy', 'Massively Multiplayer', 'Online Co-Op', 'Co-op', 'Fighting', 'Open World', 'Gore', 'Adventure', 'Sandbox', 'Singleplayer']",6332,7195,10
51,389570,Mitos.is: The Game,Freakinware Studios,Freakinware Studios,,9486,2246,0,"2,000,000 .. 5,000,000",486,24,70,24,0,0,0,53,"['Free to Play', 'Multiplayer', 'Massively Multiplayer', 'Strategy', '2D', 'Survival', 'Funny', 'Casual', 'Simulation', 'Action', 'PvP', 'Online Co-Op', 'Indie', 'Co-op', 'Family Friendly', 'Difficult', 'Singleplayer', 'Adventure', 'Comedy', 'Illuminati']",5279,5229,54
52,212070,Star Conflict,Star Gem Inc.,Gaijin Distribution KFT,,10476,3542,0,"2,000,000 .. 5,000,000",1879,14019,91,14019,0,0,0,214,"['Free to Play', 'Space', 'Action', 'Multiplayer', 'Massively Multiplayer', 'Sci-fi', 'Simulation', 'Open World', 'Space Sim', 'Flight', 'Shooter', 'Co-op', 'PvP', 'Third Person', 'Competitive', 'Adventure', 'Atmospheric', 'Sandbox', 'MMORPG', 'Spaceships']",5777,4973,221
53,434650,Lost Castle / 失落城堡,Hunter Studio,Neon Doctrine,,18815,2541,0,"2,000,000 .. 5,000,000",1049,209,527,209,999,999,0,489,"['4 Player Local', 'Action Roguelike', ""Beat 'em up"", 'Side Scroller', 'Hack and Slash', 'Dungeon Crawler', 'Roguelite', 'PvP', 'PvE', 'Difficult', 'Roguelike', 'Action RPG', 'Local Multiplayer', 'RPG', '2D', 'Colorful', 'Multiple Endings', 'Multiplayer', 'Loot', 'Singleplayer']",1791,4604,434
54,204300,Awesomenauts - the 2D moba,Ronimo Games,Ronimo Games,,22386,4030,0,"2,000,000 .. 5,000,000",1244,0,414,0,0,0,0,210,"['MOBA', 'Multiplayer', '2D', 'Platformer', 'Action', 'Indie', 'Local Co-Op', 'Co-op', 'Great Soundtrack', 'Strategy', 'Free to Play', 'Controller', 'Local Multiplayer', 'Sci-fi', 'Online Co-Op', 'Competitive', 'Space', 'Side Scroller', 'Cartoon', 'Funny']",14902,12050,183
55,268420,Aura Kingdom,X-Legend,Aeria Games,,6820,1861,0,"2,000,000 .. 5,000,000",1060,0,71,0,0,0,0,102,"['Anime', 'Free to Play', 'MMORPG', 'RPG', 'Massively Multiplayer', 'Adventure', 'PvE', 'Multiplayer', 'Fantasy', 'Open World', 'Character Customization', 'Action', 'Cute', 'JRPG', 'Magic', 'Third Person', 'Online Co-Op', 'Dungeon Crawler', 'Co-op', 'Exploration']",5399,2105,87
56,50620,Darksiders,Vigil Games,THQ Nordic,,10390,1238,0,"2,000,000 .. 5,000,000",513,0,202,0,1999,1999,0,25,"['Action', 'Adventure', 'Hack and Slash', 'Third Person', 'Singleplayer', 'Post-apocalyptic', 'Fantasy', 'Controller', 'Action RPG', 'Puzzle', 'Action-Adventure', 'Open World', 'RPG', 'Gore', 'Spectacle fighter', ""Beat 'em up"", '3D Platformer', 'Metroidvania', 'Character Action Game', 'Platformer']",4797,3888,25
57,308600,Geneshift,Ben Johnson (bencelot),Nik Nak Studios,,1681,395,0,"2,000,000 .. 5,000,000",888,0,316,0,1499,1499,0,8,"['Early Access', 'Battle Royale', 'Roguelite', 'Twin Stick Shooter', 'Multiplayer', 'Tactical', 'Action Roguelike', 'Difficult', 'Roguelike', 'Action', 'Choices Matter', 'Shooter', 'PvP', 'Indie', 'PvE', 'Replay Value', 'Top-Down Shooter', 'Survival', 'Singleplayer', 'Online Co-Op']",733,213183,55
58,65930,The Bureau: XCOM Declassified,2K Marin,2K,,7885,3380,0,"2,000,000 .. 5,000,000",387,0,166,0,1999,1999,0,32,"['Action', 'Tactical', 'Sci-fi', 'Third-Person Shooter', 'Singleplayer', 'Third Person', 'Aliens', 'Strategy', 'Shooter', 'RPG', 'Adventure', 'Atmospheric', 'Cold War', 'Story Rich', 'Multiplayer', 'Open World', 'Noir', 'Stealth', 'Retro', 'War']",5591,7312,29
